loc_x,loc_y,minutes_remaining,shot_distance,shot_made_flag,shot_id
179,183,6,25,1,20718
0,0,0,0,0,20719
133,214,6,25,0,20720
-240,-8,3,24,1,20721
127,55,5,13,1,20722
0,0,3,0,1,20723
130,119,10,17,0,20724
23,52,7,5,1,20725
85,171,10,19,1,20726
-98,208,0,22,0,20727
23,154,3,15,1,20728
-113,156,11,19,0,20729
-133,164,7,21,1,20730
0,56,10,5,0,20731
0,0,2,0,1,20732
141,132,1,19,1,20733
-114,127,1,17,1,20734
-66,147,6,16,0,20735
-125,160,0,20,0,20736
133,172,4,21,1,20737
16,30,6,3,0,20738
-5,11,1,1,1,20739
-54,255,3,26,0,20740
45,94,0,10,1,20741
59,173,8,18,0,20742
-179,79,4,19,0,20743
-5,564,0,56,0,20744
10,3,5,1,1,20745
108,145,1,18,0,20746
-42,96,6,10,1,20747
12,17,10,2,1,20748
81,156,1,17,1,20749
-216,196,0,29,0,20750
0,53,0,5,1,20751
0,0,11,0,1,20752
-26,141,10,14,1,20753
-126,-1,6,12,0,20754
0,0,0,0,1,20755
-125,220,3,25,0,20756
-141,63,6,15,1,20757
-131,181,0,22,0,20758
124,219,7,25,1,20759
0,0,8,0,1,20760
-78,179,8,19,0,20761
0,0,6,0,0,20762
107,248,4,27,1,20763
-64,44,2,7,1,20764
140,170,0,22,1,20765
170,85,11,19,0,20766
10,8,7,1,1,20767
-6,122,0,12,1,20768
0,0,5,0,0,20769
-170,13,2,17,0,20770
-152,186,4,24,1,20771
0,0,1,0,1,20772
-21,20,9,2,0,20773
0,0,5,0,1,20774
26,238,9,23,0,20775
-109,138,4,17,0,20776
-11,12,2,1,1,20777
101,232,4,25,0,20778
27,259,0,26,0,20779
237,2,8,23,0,20780
26,72,0,7,1,20781
-221,-8,1,22,1,20782
-88,264,0,27,0,20783
-28,74,4,7,0,20784
69,94,8,11,1,20785
-115,110,2,15,0,20786
0,0,4,0,0,20787
60,561,0,56,0,20788
0,0,1,0,0,20789
45,93,7,10,1,20790
15,55,10,5,1,20791
186,18,1,18,0,20792
-26,105,9,10,0,20793
-134,152,1,20,1,20794
172,48,6,17,0,20795
0,0,6,0,1,20796
174,174,10,24,0,20797
134,118,0,17,0,20798
0,0,8,0,1,20799
0,0,5,0,1,20800
102,78,4,12,1,20801
-11,36,1,3,1,20802
-13,61,8,6,0,20803
105,-5,8,10,1,20804
-171,7,8,17,0,20805
164,97,7,19,1,20806
132,85,1,15,0,20807
159,116,4,19,1,20808
-31,59,1,6,1,20809
146,235,4,27,0,20810
14,177,0,17,0,20811
0,231,2,23,0,20812
-126,66,2,14,0,20813
136,93,2,16,0,20814
0,0,8,0,0,20815
-10,0,1,1,0,20816
6,69,11,6,1,20817
146,120,3,18,0,20818
-89,150,1,17,0,20819
-46,274,4,27,0,20820
-120,22,6,12,0,20821
0,0,3,0,1,20822
37,7,11,3,0,20823
121,107,11,16,1,20824
170,-8,5,17,0,20825
138,220,1,25,1,20826
23,115,8,11,0,20827
182,96,11,20,0,20828
0,0,10,0,1,20829
-194,148,1,24,1,20830
85,205,5,22,1,20831
-147,141,7,20,0,20832
108,150,8,18,1,20833
-187,28,11,18,0,20834
-6,68,1,6,0,20835
51,13,9,5,0,20836
0,247,5,24,1,20837
0,0,1,0,0,20838
108,187,9,21,0,20839
43,237,8,24,1,20840
-79,28,4,8,0,20841
-145,94,5,17,1,20842
-174,-16,10,17,1,20843
-119,143,11,18,0,20844
0,0,5,0,0,20845
146,91,9,17,1,20846
195,176,11,26,0,20847
0,0,10,0,1,20848
-57,250,7,25,1,20849
71,31,0,7,1,20850
-183,195,8,26,0,20851
-78,34,0,8,1,20852
0,0,6,0,1,20853
-10,58,3,5,0,20854
-124,36,8,12,1,20855
-92,164,0,18,0,20856
0,0,2,0,0,20857
122,189,4,22,0,20858
-220,156,0,26,1,20859
-16,183,9,18,0,20860
-138,138,0,19,0,20861
-89,134,2,16,0,20862
-13,7,4,1,1,20863
-164,194,1,25,0,20864
18,7,6,1,1,20865
-8,69,11,6,0,20866
143,76,4,16,0,20867
-31,117,9,12,1,20868
40,124,8,13,0,20869
0,0,7,0,0,20870
116,105,2,15,0,20871
0,0,7,0,1,20872
108,-3,10,10,0,20873
-94,70,4,11,0,20874
207,137,5,24,0,20875
81,206,1,22,1,20876
77,115,8,13,1,20877
135,159,8,20,0,20878
18,39,1,4,0,20879
0,0,2,0,1,20880
31,141,0,14,1,20881
-235,22,7,23,1,20882
151,97,5,17,0,20883
172,2,0,17,0,20884
0,45,8,4,0,20885
-105,225,5,24,0,20886
0,0,5,0,1,20887
169,117,0,20,1,20888
11,95,2,9,1,20889
10,2,4,1,1,20890
131,71,1,14,1,20891
21,126,0,12,1,20892
-204,36,10,20,1,20893
-73,137,3,15,1,20894
31,188,1,19,1,20895
-27,246,9,24,1,20896
31,9,4,3,1,20897
189,210,5,28,0,20898
-8,5,5,0,1,20899
-75,42,9,8,1,20900
-212,154,0,26,0,20901
222,111,0,24,0,20902
178,-8,9,17,0,20903
133,204,0,24,0,20904
0,0,3,0,1,20905
10,206,0,20,1,20906
-46,47,9,6,1,20907
45,120,6,12,1,20908
0,0,7,0,1,20909
-37,133,3,13,0,20910
-8,199,8,19,0,20911
0,0,7,0,1,20912
-27,3,8,2,1,20913
128,237,6,26,0,20914
5,78,9,7,1,20915
-152,6,2,15,1,20916
0,0,5,0,1,20917
70,64,4,9,0,20918
-169,107,10,20,0,20919
0,53,8,5,1,20920
119,141,9,18,1,20921
184,46,9,18,0,20922
-130,183,9,22,0,20923
185,19,7,18,0,20924
151,23,1,15,0,20925
0,0,2,0,0,20926
0,0,2,0,1,20927
-89,120,4,14,0,20928
-54,17,0,5,0,20929
-202,26,3,20,1,20930
0,0,0,0,1,20931
-193,160,2,25,1,20932
146,41,8,15,0,20933
108,133,2,17,0,20934
228,25,0,22,1,20935
-164,38,2,16,0,20936
-134,127,2,18,1,20937
151,-11,3,15,0,20938
-199,178,6,26,0,20939
6,48,1,4,1,20940
-161,15,9,16,0,20941
-16,4,4,1,1,20942
-120,164,6,20,0,20943
0,0,3,0,1,20944
0,0,0,0,1,20945
136,176,3,22,1,20946
177,145,7,22,0,20947
0,0,3,0,1,20948
0,0,11,0,1,20949
-134,137,6,19,0,20950
149,12,4,14,1,20951
-90,171,5,19,0,20952
-134,0,0,13,0,20953
31,23,4,3,1,20954
9,20,6,2,1,20955
0,0,5,0,0,20956
-84,6,2,8,0,20957
-116,75,9,13,0,20958
48,187,7,19,1,20959
-14,179,7,17,1,20960
85,38,6,9,1,20961
-5,258,6,25,0,20962
43,207,6,21,1,20963
-164,199,4,25,1,20964
0,0,0,0,0,20965
-149,85,0,17,1,20966
-150,224,10,26,0,20967
143,220,1,26,1,20968
0,0,0,0,0,20969
171,9,7,17,1,20970
-213,41,0,21,1,20971
159,199,3,25,0,20972
-115,-32,2,11,0,20973
0,0,4,0,1,20974
16,114,4,11,1,20975
7,33,2,3,1,20976
17,14,3,2,1,20977
200,166,2,25,0,20978
2,116,1,11,0,20979
109,-21,7,11,1,20980
147,12,1,14,1,20981
-3,64,3,6,1,20982
-177,212,6,27,1,20983
182,51,7,18,0,20984
36,46,11,5,0,20985
-237,-28,11,23,1,20986
122,208,9,24,0,20987
147,45,11,15,0,20988
-193,158,1,24,0,20989
157,99,8,18,1,20990
43,82,2,9,0,20991
34,31,9,4,0,20992
136,207,0,24,1,20993
16,130,9,13,0,20994
154,203,7,25,1,20995
0,0,5,0,0,20996
117,224,3,25,0,20997
142,219,0,26,0,20998
175,501,0,53,0,20999
18,115,3,11,0,21000
-130,165,8,21,1,21001
0,0,5,0,1,21002
18,55,8,5,1,21003
61,31,3,6,0,21004
159,-6,9,15,0,21005
-237,79,0,24,0,21006
-5,145,4,14,1,21007
158,8,4,15,1,21008
177,8,4,17,1,21009
9,66,5,6,0,21010
-23,47,1,5,0,21011
-37,201,4,20,0,21012
-13,-8,4,1,0,21013
228,59,4,23,0,21014
-111,162,5,19,0,21015
-34,15,9,3,1,21016
113,80,1,13,0,21017
-186,114,8,21,0,21018
129,148,2,19,0,21019
0,0,1,0,0,21020
37,135,7,13,0,21021
0,0,4,0,1,21022
131,117,10,17,1,21023
-187,201,0,27,0,21024
0,0,10,0,1,21025
131,210,9,24,0,21026
-161,99,1,18,0,21027
0,0,9,0,1,21028
70,63,5,9,1,21029
7,97,6,9,0,21030
0,0,3,0,1,21031
0,0,0,0,0,21032
-54,28,2,6,0,21033
-18,247,2,24,1,21034
127,169,6,21,0,21035
0,0,3,0,0,21036
0,0,2,0,0,21037
0,0,0,0,1,21038
59,38,7,7,0,21039
80,125,9,14,1,21040
146,118,3,18,1,21041
-111,181,5,21,0,21042
154,100,4,18,0,21043
0,0,0,0,1,21044
-64,107,9,12,0,21045
-87,235,6,25,0,21046
135,214,9,25,0,21047
28,59,9,6,0,21048
0,0,4,0,1,21049
-86,190,6,20,0,21050
164,64,10,17,0,21051
-136,8,8,13,0,21052
-191,174,2,25,1,21053
167,212,3,26,0,21054
-124,158,9,20,0,21055
0,0,4,0,1,21056
20,-2,6,2,0,21057
36,66,7,7,1,21058
8,0,6,0,0,21059
73,88,5,11,0,21060
-8,4,10,0,0,21061
102,112,2,15,0,21062
70,154,0,16,1,21063
154,230,5,27,1,21064
144,85,6,16,0,21065
119,242,1,26,0,21066
105,9,2,10,0,21067
172,68,7,18,1,21068
0,0,8,0,1,21069
-62,58,4,8,0,21070
42,194,5,19,1,21071
6,6,10,0,1,21072
-148,-1,9,14,1,21073
38,64,2,7,0,21074
0,0,2,0,1,21075
0,0,8,0,1,21076
32,124,5,12,0,21077
-29,46,2,5,1,21078
29,-2,1,2,0,21079
77,4,3,7,0,21080
24,23,4,3,0,21081
17,44,0,4,0,21082
-20,17,5,2,0,21083
125,86,4,15,0,21084
-230,12,1,23,1,21085
75,97,8,12,0,21086
0,0,3,0,1,21087
-163,193,0,25,0,21088
-38,148,0,15,1,21089
97,155,11,18,0,21090
53,57,3,7,1,21091
-123,110,7,16,1,21092
-185,186,5,26,0,21093
0,0,3,0,1,21094
-92,75,7,11,0,21095
207,129,10,24,1,21096
-98,2,1,9,0,21097
174,174,4,24,1,21098
-5,84,8,8,0,21099
141,255,3,29,0,21100
-7,19,9,2,1,21101
138,13,7,13,0,21102
7,30,5,3,0,21103
144,198,1,24,1,21104
0,0,6,0,1,21105
-136,212,11,25,0,21106
-12,243,2,24,0,21107
0,0,2,0,0,21108
0,0,1,0,1,21109
163,45,2,16,1,21110
-11,36,11,3,0,21111
91,120,3,15,1,21112
18,258,2,25,0,21113
-56,31,9,6,0,21114
199,42,3,20,1,21115
0,0,7,0,1,21116
-130,-5,7,13,0,21117
-41,168,11,17,0,21118
-166,22,1,16,0,21119
1,-3,11,0,0,21120
-86,229,5,24,0,21121
0,0,7,0,1,21122
79,15,3,8,0,21123
27,68,10,7,0,21124
226,-2,4,22,1,21125
28,89,9,9,1,21126
-18,261,4,26,0,21127
-61,17,11,6,1,21128
0,0,5,0,1,21129
-189,-3,3,18,0,21130
-209,58,10,21,0,21131
0,0,7,0,1,21132
23,184,3,18,1,21133
-5,45,6,4,0,21134
-79,150,10,16,1,21135
-179,0,5,17,0,21136
0,0,1,0,0,21137
182,167,0,24,0,21138
-16,0,6,1,0,21139
0,0,5,0,1,21140
-32,41,3,5,0,21141
85,152,5,17,1,21142
140,11,5,14,1,21143
0,7,9,0,1,21144
-212,126,6,24,0,21145
165,2,10,16,0,21146
170,4,4,17,0,21147
-149,211,1,25,0,21148
0,0,2,0,1,21149
149,107,8,18,0,21150
0,0,1,0,0,21151
138,104,3,17,0,21152
128,123,11,17,0,21153
100,42,3,10,0,21154
85,135,9,15,0,21155
-85,120,8,14,1,21156
71,206,9,21,1,21157
-192,191,0,27,0,21158
49,18,3,5,0,21159
-75,17,8,7,0,21160
-128,212,3,24,1,21161
161,105,4,19,0,21162
-56,69,4,8,0,21163
215,114,5,24,0,21164
233,2,11,23,0,21165
172,41,6,17,0,21166
-112,64,8,12,0,21167
0,0,4,0,0,21168
158,25,1,15,0,21169
42,145,5,15,0,21170
71,25,1,7,0,21171
176,161,8,23,1,21172
-86,165,5,18,1,21173
-51,42,4,6,0,21174
43,99,9,10,0,21175
113,128,6,17,0,21176
166,56,7,17,0,21177
-43,87,4,9,0,21178
-89,231,8,24,0,21179
-2,248,3,24,1,21180
-144,211,11,25,0,21181
57,7,8,5,0,21182
0,261,0,26,1,21183
0,0,5,0,1,21184
-27,61,9,6,1,21185
-145,260,0,29,0,21186
1,6,9,0,1,21187
154,119,0,19,0,21188
-42,216,7,22,0,21189
129,19,7,13,0,21190
0,0,9,0,0,21191
210,124,11,24,0,21192
0,0,5,0,1,21193
-26,50,5,5,1,21194
0,0,1,0,0,21195
-193,214,3,28,0,21196
113,206,6,23,0,21197
-136,154,9,20,0,21198
-160,53,11,16,0,21199
-105,-8,3,10,0,21200
131,155,4,20,0,21201
-154,196,9,24,1,21202
89,167,1,18,0,21203
43,167,5,17,0,21204
102,196,2,22,0,21205
-1,77,6,7,0,21206
-238,0,3,23,0,21207
63,231,8,23,0,21208
-21,-6,7,2,1,21209
-76,143,9,16,1,21210
0,0,1,0,0,21211
33,46,6,5,1,21212
-6,238,0,23,1,21213
222,110,5,24,1,21214
-3,156,1,15,0,21215
0,0,9,0,1,21216
-130,-10,5,13,0,21217
-27,143,4,14,0,21218
0,0,4,0,1,21219
0,0,6,0,0,21220
-36,61,8,7,1,21221
-105,7,9,10,1,21222
23,9,6,2,1,21223
-135,156,4,20,0,21224
63,46,7,7,1,21225
-29,133,10,13,0,21226
9,40,10,4,0,21227
-202,138,7,24,0,21228
140,137,0,19,1,21229
-18,66,6,6,0,21230
-27,70,1,7,0,21231
0,0,5,0,0,21232
72,137,3,15,1,21233
-164,276,0,32,0,21234
0,0,2,0,1,21235
161,12,9,16,0,21236
168,149,4,22,1,21237
0,0,6,0,0,21238
-209,66,4,21,0,21239
-160,230,0,28,0,21240
110,157,7,19,1,21241
0,0,3,0,1,21242
163,110,11,19,0,21243
-123,160,2,20,0,21244
31,72,2,7,1,21245
0,0,9,0,1,21246
-164,181,2,24,0,21247
-98,131,6,16,0,21248
23,105,5,10,0,21249
-71,252,3,26,0,21250
200,158,1,25,1,21251
-56,209,7,21,0,21252
0,0,1,0,0,21253
12,97,11,9,1,21254
0,0,5,0,1,21255
0,0,8,0,1,21256
0,0,3,0,1,21257
159,107,6,19,1,21258
105,242,0,26,0,21259
-3,238,2,23,0,21260
10,6,9,1,1,21261
-56,170,3,17,0,21262
-84,173,0,19,1,21263
0,0,10,0,0,21264
0,0,6,0,0,21265
60,133,0,14,0,21266
141,217,0,25,0,21267
0,0,2,0,0,21268
-2,261,9,26,1,21269
0,0,0,0,1,21270
-157,31,10,16,1,21271
-24,126,4,12,1,21272
0,0,2,0,1,21273
0,0,0,0,0,21274
161,99,3,18,0,21275
-159,71,3,17,1,21276
111,315,0,33,0,21277
127,34,0,13,0,21278
-133,36,7,13,0,21279
21,20,7,2,0,21280
144,143,1,20,1,21281
0,0,3,0,1,21282
-64,190,3,20,1,21283
-4,2,4,0,1,21284
15,6,10,1,1,21285
-186,25,8,18,1,21286
89,82,3,12,0,21287
0,0,4,0,1,21288
-133,-3,1,13,1,21289
0,0,1,0,1,21290
-73,189,7,20,1,21291
-168,172,0,24,0,21292
0,0,9,0,1,21293
108,61,10,12,1,21294
0,0,9,0,0,21295
18,278,3,27,1,21296
-128,239,5,27,1,21297
-53,57,4,7,0,21298
-97,156,11,18,0,21299
0,0,2,0,1,21300
-57,82,10,9,0,21301
59,81,8,10,0,21302
8,163,10,16,0,21303
89,68,8,11,1,21304
0,0,4,0,0,21305
89,14,6,9,1,21306
-102,143,7,17,0,21307
0,0,4,0,1,21308
11,257,0,25,0,21309
-148,110,4,18,0,21310
-160,197,6,25,0,21311
107,146,1,18,0,21312
-24,44,4,5,1,21313
-231,57,3,23,1,21314
103,229,11,25,0,21315
115,133,2,17,0,21316
185,187,0,26,0,21317
66,154,0,16,1,21318
31,49,0,5,0,21319
160,75,1,17,0,21320
0,0,11,0,0,21321
79,25,5,8,1,21322
0,0,4,0,1,21323
-29,50,9,5,0,21324
102,146,4,17,1,21325
136,233,11,26,0,21326
76,180,10,19,1,21327
-100,156,11,18,0,21328
12,12,0,1,0,21329
-183,7,3,18,0,21330
154,132,5,20,1,21331
47,477,0,47,0,21332
24,35,1,4,1,21333
118,174,11,21,0,21334
-147,3,7,14,1,21335
186,104,3,21,0,21336
0,0,0,0,1,21337
0,0,1,0,1,21338
7,19,1,2,0,21339
100,233,0,25,1,21340
-126,220,10,25,0,21341
72,135,3,15,0,21342
-85,205,8,22,0,21343
15,6,6,1,1,21344
-6,2,3,0,1,21345
157,-11,0,15,1,21346
73,253,5,26,1,21347
157,196,6,25,0,21348
225,7,3,22,1,21349
85,242,0,25,0,21350
0,0,9,0,0,21351
6,46,7,4,0,21352
159,-28,8,16,0,21353
-14,132,10,13,1,21354
-109,7,11,10,1,21355
190,440,0,47,0,21356
100,108,4,14,0,21357
70,146,8,16,1,21358
-136,36,8,14,0,21359
-177,79,2,19,1,21360
11,15,4,1,1,21361
5,118,2,11,0,21362
-207,78,0,22,1,21363
63,82,4,10,0,21364
10,0,4,1,1,21365
156,233,0,28,0,21366
-37,60,2,7,1,21367
-158,10,2,15,1,21368
0,0,5,0,1,21369
129,167,1,21,0,21370
31,203,3,20,1,21371
146,123,6,19,0,21372
-51,20,8,5,0,21373
-69,226,6,23,1,21374
-169,17,2,16,1,21375
146,66,0,16,0,21376
88,203,7,22,0,21377
162,1,0,16,1,21378
-7,2,6,0,1,21379
40,203,3,20,0,21380
-151,10,9,15,1,21381
12,26,5,2,0,21382
0,0,9,0,0,21383
237,61,2,24,0,21384
-70,162,11,17,1,21385
91,156,0,18,0,21386
59,41,5,7,0,21387
15,33,4,3,0,21388
166,138,1,21,0,21389
114,139,7,17,0,21390
63,5,3,6,0,21391
-3,68,0,6,0,21392
-141,18,11,14,0,21393
133,176,8,22,1,21394
-239,0,2,23,1,21395
128,164,9,20,0,21396
136,133,10,19,0,21397
-164,38,7,16,0,21398
-190,31,4,19,1,21399
54,116,3,12,0,21400
-15,39,1,4,0,21401
1,78,7,7,1,21402
53,124,4,13,1,21403
-65,22,0,6,1,21404
0,0,5,0,1,21405
112,164,8,19,0,21406
133,159,5,20,1,21407
-79,183,6,19,0,21408
12,67,11,6,0,21409
-79,101,7,12,0,21410
0,0,2,0,0,21411
113,149,11,18,1,21412
0,0,3,0,0,21413
62,179,8,18,0,21414
-7,102,1,10,1,21415
62,171,10,18,0,21416
-49,71,11,8,1,21417
149,12,7,14,0,21418
212,137,5,25,0,21419
113,145,8,18,1,21420
0,0,8,0,1,21421
154,231,3,27,0,21422
0,0,10,0,0,21423
-43,244,1,24,0,21424
-133,129,0,18,1,21425
-42,78,1,8,1,21426
207,17,5,20,1,21427
-85,118,2,14,0,21428
106,25,6,10,0,21429
-109,31,11,11,0,21430
0,0,4,0,0,21431
18,214,7,21,1,21432
-161,201,0,25,0,21433
-1,26,1,2,0,21434
-92,89,1,12,1,21435
-222,-18,11,22,0,21436
233,-11,5,23,0,21437
-172,78,11,18,0,21438
29,151,4,15,0,21439
209,156,9,26,1,21440
0,0,9,0,1,21441
-138,260,0,29,0,21442
133,164,0,21,0,21443
17,214,11,21,0,21444
154,46,6,16,0,21445
12,263,4,26,0,21446
-66,40,9,7,1,21447
155,0,9,15,0,21448
0,0,1,0,1,21449
-146,219,8,26,0,21450
205,22,4,20,1,21451
93,171,3,19,0,21452
5,53,7,5,0,21453
28,247,9,24,0,21454
149,82,6,17,1,21455
0,0,10,0,1,21456
3,61,9,6,0,21457
70,238,4,24,0,21458
-146,99,2,17,0,21459
-85,229,2,24,1,21460
135,168,3,21,0,21461
158,194,2,25,0,21462
-34,104,10,10,0,21463
1,12,7,1,0,21464
0,0,8,0,0,21465
-23,81,4,8,0,21466
-48,246,4,25,1,21467
164,-21,11,16,0,21468
-109,70,0,12,0,21469
-54,151,5,16,0,21470
-135,160,0,20,0,21471
158,-27,1,16,1,21472
0,114,5,11,0,21473
105,12,3,10,0,21474
10,201,0,20,1,21475
-10,76,3,7,1,21476
-99,-1,10,9,1,21477
172,184,0,25,0,21478
-137,213,7,25,0,21479
100,154,0,18,1,21480
113,150,1,18,0,21481
-120,3,2,12,0,21482
151,75,5,16,1,21483
-164,48,4,17,0,21484
96,51,6,10,0,21485
115,239,2,26,0,21486
0,0,0,0,1,21487
-75,9,9,7,0,21488
200,151,2,25,0,21489
103,165,4,19,1,21490
-112,129,4,17,0,21491
111,170,11,20,0,21492
130,51,2,13,0,21493
-119,131,5,17,1,21494
-171,117,7,20,1,21495
-127,154,7,19,0,21496
18,169,3,16,1,21497
0,0,1,0,1,21498
-195,92,4,21,1,21499
-2,28,3,2,1,21500
117,181,3,21,1,21501
-114,115,8,16,0,21502
21,80,1,8,0,21503
223,-21,6,22,0,21504
-7,108,5,10,1,21505
-162,216,5,27,1,21506
143,21,0,14,1,21507
0,0,7,0,0,21508
182,69,3,19,0,21509
-16,87,0,8,1,21510
161,66,0,17,0,21511
13,34,7,3,1,21512
-98,91,2,13,0,21513
-141,160,5,21,1,21514
216,115,8,24,1,21515
0,0,3,0,1,21516
128,227,3,26,1,21517
0,0,5,0,0,21518
113,160,7,19,0,21519
13,0,1,1,0,21520
4,39,4,3,0,21521
-126,212,5,24,1,21522
238,59,11,24,1,21523
1,134,4,13,0,21524
0,0,1,0,0,21525
201,148,6,24,1,21526
0,0,2,0,1,21527
195,0,7,19,0,21528
207,-15,7,20,0,21529
13,138,4,13,1,21530
-118,120,3,16,0,21531
-96,156,4,18,0,21532
-210,-10,11,21,0,21533
80,145,3,16,0,21534
0,0,4,0,1,21535
-31,0,4,3,0,21536
0,0,4,0,1,21537
0,0,9,0,0,21538
-126,63,3,14,1,21539
225,117,3,25,1,21540
29,48,5,5,0,21541
-103,238,0,25,0,21542
32,190,7,19,1,21543
-149,143,1,20,0,21544
95,150,7,17,1,21545
105,17,7,10,1,21546
-67,69,7,9,1,21547
0,0,3,0,1,21548
-163,211,2,26,0,21549
145,70,9,16,0,21550
-149,86,2,17,1,21551
0,0,3,0,1,21552
94,231,3,24,0,21553
187,195,4,27,0,21554
82,181,1,19,1,21555
162,31,3,16,1,21556
77,168,7,18,1,21557
-84,44,3,9,1,21558
151,358,0,38,0,21559
-44,153,0,15,0,21560
144,146,4,20,0,21561
0,0,3,0,1,21562
0,0,6,0,1,21563
5,42,9,4,0,21564
87,117,9,14,1,21565
0,0,6,0,1,21566
-1,-10,2,1,1,21567
0,0,5,0,0,21568
-8,107,4,10,1,21569
0,0,2,0,0,21570
0,0,10,0,0,21571
-75,122,2,14,0,21572
-75,99,0,12,1,21573
70,14,5,7,0,21574
73,163,0,17,1,21575
-174,-28,10,17,1,21576
-112,164,2,19,0,21577
-26,156,5,15,0,21578
-170,19,10,17,0,21579
-149,37,5,15,0,21580
0,0,1,0,0,21581
-72,148,1,16,0,21582
-12,173,5,17,0,21583
51,41,9,6,0,21584
205,0,9,20,0,21585
110,236,8,26,0,21586
-38,145,11,14,0,21587
190,61,7,19,1,21588
-128,137,4,18,0,21589
161,181,9,24,0,21590
-243,-13,0,24,0,21591
-101,241,0,26,0,21592
156,160,1,22,0,21593
133,64,0,14,0,21594
48,134,0,14,0,21595
-48,53,8,7,1,21596
179,263,0,31,0,21597
-233,100,4,25,1,21598
159,64,2,17,1,21599
11,232,10,23,0,21600
-14,109,2,10,0,21601
177,94,10,20,1,21602
167,42,5,17,1,21603
-115,-3,0,11,1,21604
182,181,1,25,0,21605
-43,43,4,6,0,21606
138,85,6,16,1,21607
-111,227,8,25,0,21608
71,194,5,20,0,21609
121,219,0,25,0,21610
0,0,1,0,1,21611
-99,204,5,22,0,21612
-23,259,8,26,0,21613
-79,127,4,14,0,21614
164,128,3,20,1,21615
-163,228,4,28,0,21616
0,0,3,0,1,21617
0,0,10,0,1,21618
-2,114,10,11,0,21619
-51,242,10,24,0,21620
0,0,8,0,1,21621
0,126,3,12,1,21622
54,206,8,21,0,21623
223,-3,0,22,0,21624
-128,61,11,14,0,21625
85,113,11,14,1,21626
6,137,5,13,0,21627
-92,132,2,16,0,21628
0,0,8,0,1,21629
-108,61,1,12,0,21630
169,171,0,24,0,21631
0,0,2,0,1,21632
-135,84,5,15,1,21633
0,0,1,0,1,21634
-51,190,2,19,0,21635
0,0,0,0,1,21636
-18,22,3,2,1,21637
-147,193,7,24,0,21638
-36,253,2,25,1,21639
-194,156,11,24,0,21640
43,-5,2,4,0,21641
132,194,0,23,1,21642
1,76,8,7,1,21643
-101,45,10,11,1,21644
-26,82,2,8,0,21645
0,0,8,0,0,21646
-8,37,4,3,0,21647
-194,187,11,26,0,21648
-57,56,8,7,0,21649
129,129,4,18,0,21650
-4,114,6,11,1,21651
186,232,1,29,1,21652
83,198,1,21,0,21653
207,2,5,20,1,21654
25,100,6,10,1,21655
-199,15,3,19,0,21656
-120,220,1,25,1,21657
89,209,2,22,0,21658
0,0,1,0,0,21659
0,0,10,0,1,21660
199,189,6,27,0,21661
0,0,7,0,1,21662
144,146,9,20,0,21663
103,11,5,10,1,21664
0,0,0,0,0,21665
63,48,1,7,0,21666
136,-16,11,13,0,21667
-111,34,1,11,1,21668
0,0,8,0,1,21669
0,114,4,11,0,21670
121,45,3,12,1,21671
-90,238,4,25,0,21672
0,0,5,0,1,21673
-141,3,1,14,1,21674
-72,125,11,14,1,21675
-94,136,1,16,0,21676
0,0,0,0,1,21677
78,61,7,9,1,21678
103,127,5,16,0,21679
130,110,7,17,1,21680
-136,44,3,14,0,21681
203,30,6,20,0,21682
6,25,3,2,1,21683
-24,30,2,3,0,21684
0,0,11,0,1,21685
0,0,1,0,1,21686
78,142,9,16,1,21687
-135,128,11,18,0,21688
0,0,0,0,1,21689
5,211,9,21,0,21690
-3,173,2,17,0,21691
0,0,2,0,0,21692
0,0,8,0,1,21693
51,174,7,18,1,21694
-150,140,0,20,1,21695
-4,271,7,27,1,21696
156,113,1,19,0,21697
0,0,3,0,1,21698
6,134,10,13,1,21699
0,0,3,0,1,21700
0,0,0,0,0,21701
-73,75,3,10,1,21702
0,0,7,0,1,21703
77,197,3,21,0,21704
29,72,10,7,1,21705
0,0,3,0,1,21706
-64,115,5,13,0,21707
115,160,6,19,1,21708
213,120,2,24,0,21709
132,127,4,18,0,21710
64,17,9,6,0,21711
0,0,3,0,0,21712
8,250,3,25,1,21713
118,225,11,25,0,21714
0,0,3,0,1,21715
-134,145,6,19,0,21716
0,0,10,0,1,21717
0,0,2,0,0,21718
166,218,10,27,0,21719
225,112,2,25,0,21720
96,119,7,15,0,21721
166,202,0,26,1,21722
130,-8,10,13,0,21723
-163,6,10,16,0,21724
92,11,3,9,0,21725
17,-2,5,1,1,21726
-43,56,7,7,0,21727
-89,33,5,9,0,21728
-16,0,6,1,1,21729
176,192,10,26,0,21730
13,15,2,1,1,21731
32,91,5,9,1,21732
190,69,6,20,0,21733
115,0,10,11,1,21734
-26,99,3,10,0,21735
0,0,1,0,1,21736
91,123,5,15,0,21737
0,0,3,0,0,21738
-21,78,8,8,0,21739
61,20,9,6,0,21740
-48,46,7,6,1,21741
9,167,6,16,0,21742
176,192,0,26,1,21743
155,206,8,25,0,21744
0,0,9,0,0,21745
222,151,4,26,0,21746
-131,112,10,17,1,21747
0,0,8,0,0,21748
-11,209,5,20,0,21749
-81,83,10,11,0,21750
195,181,0,26,0,21751
-73,28,5,7,1,21752
138,210,11,25,1,21753
-131,215,1,25,0,21754
148,163,3,22,1,21755
-175,179,0,25,0,21756
-148,255,0,29,0,21757
0,0,10,0,1,21758
